14.02187415	99.98957731
14.02188195	99.98953172
14.02189236	99.98942040
14.02190017	99.98942174
14.02190407	99.98937749
14.02190538	99.98933591
14.02191058	99.98929836
14.02191448	99.98925679
14.02191969	99.98918705
14.02192099	99.98914682
14.02192359	99.98910524
14.02192619	99.98905965
14.02192619	99.98901405
14.02192749	99.98896577
14.02192619	99.98891347
14.02193010	99.98887055
14.02193140	99.98882495
14.02192880	99.98877801
14.02192880	99.98873644
14.02193010	99.98869621
14.02193010	99.98863049
14.02193010	99.98859026
14.02193400	99.98854600
14.02193530	99.98850175
14.02193140	99.98845481
14.02193790	99.98841726
14.02193010	99.98841994
14.02193495	99.98837312
14.02193560	99.98830942
14.02193560	99.98826718
14.02193653	99.98822278
14.02193393	99.98818120
14.02193913	99.98813561
14.02193523	99.98807392
14.02193615	99.98803217
14.02193615	99.98798926
14.02193615	99.98794835
14.02193615	99.98790343
14.02193485	99.98785515
14.02193550	99.98781760
14.02193355	99.98775389
14.02193636	99.98771096
14.02193636	99.98766335
14.02193831	99.98762446
14.02193701	99.98757551
14.02193831	99.98752052
14.02193636	99.98747023
14.02193831	99.98742731
14.02193701	99.98738574
14.02193701	99.98734618
14.02193441	99.98729656
14.02193701	99.98725498
14.02193636	99.98719933
14.02193701	99.98715239
14.02193692	99.98711157
14.02194017	99.98706664
14.02193952	99.98702038
14.02194017	99.98697545
14.02193952	99.98692985
14.02194017	99.98687487
14.02194017	99.98683329
14.02193851	99.98678287
14.02193619	99.98674220
14.02194006	99.98669674
14.02194083	99.98663933
14.02193929	99.98659467
14.02194006	99.98655241
14.02194315	99.98650776
14.02194702	99.98646709
14.02194510	99.98641779
14.02194705	99.98637621
14.02194835	99.98631586
14.02195096	99.98627295
14.02196006	99.98622601
14.02195681	99.98618343
14.02196137	99.98613716
14.02196267	99.98609291
14.02196657	99.98605066
14.02197112	99.98599433
14.02197763	99.98595075
14.02197958	99.98590649
14.02198804	99.98586224
14.02198934	99.98581865
14.02199845	99.98577506
14.02200235	99.98571740
14.02201146	99.98567046
14.02202027	99.98563061
14.02202678	99.98558300
14.02203393	99.98554277
14.02203979	99.98549852
14.02205280	99.98545292
14.02206191	99.98540866
14.02207232	99.98536440
14.02208338	99.98531076
14.02209118	99.98526382
14.02210159	99.98521890
14.02211591	99.98517799
14.02213087	99.98513441
14.02214396	99.98508869
14.02216268	99.98504937
14.02217583	99.98500631
14.02219904	99.98495926
14.02220910	99.98491859
14.02222379	99.98487553
14.02224004	99.98483167
14.02225861	99.98478781
14.02227205	99.98474354
14.02228961	99.98470398
14.02231043	99.98466308
14.02232865	99.98462083
14.02234491	99.98457389
14.02236118	99.98453299
14.02238395	99.98449074
14.02240151	99.98444850
14.02241843	99.98440357
14.02243794	99.98435999
14.02245616	99.98431841
14.02247828	99.98427550
14.02249780	99.98425002
14.02251862	99.98418967
14.02253748	99.98414943
14.02256025	99.98410451
14.02257326	99.98406360
14.02258953	99.98403343
14.02260514	99.98399521
14.02262986	99.98394894
14.02264938	99.98390736
14.02266760	99.98386378
14.02268711	99.98382019
14.02270403	99.98378264
14.02272354	99.98373637
14.02273786	99.98369748
14.02275803	99.98364987
14.02277699	99.98360888
14.02279744	99.98356848
14.02281891	99.98352556
14.02283387	99.98348198
14.02285274	99.98343906
14.02287616	99.98339816
14.02289503	99.98335591
14.02291584	99.98331769
14.02293197	99.98327489
14.02295084	99.98323399
14.02296775	99.98319510
14.02298987	99.98314883
14.02300809	99.98310993
14.02302956	99.98306903
14.02304712	99.98302410
14.02306534	99.98298052
14.02308095	99.98294096
14.02309591	99.98289938
14.02311478	99.98285714
14.02313039	99.98281087
14.02314731	99.98276728
14.02316487	99.98272571
14.02318114	99.98268212
14.02319870	99.98263988
14.02321367	99.98259763
14.02323253	99.98255136
14.02324880	99.98250711
14.02326116	99.98246755
14.02327677	99.98242463
14.02329043	99.98238037
14.02330735	99.98233008
14.02332101	99.98229253
14.02333467	99.98224090
14.02335224	99.98219731
14.02336135	99.98215574
14.02337371	99.98211148
14.02338535	99.98206419
14.02339639	99.98202626
14.02341203	99.98197790
14.02342307	99.98193143
14.02343411	99.98189255
14.02344239	99.98184703
14.02345343	99.98179298
14.02346172	99.98175315
14.02347184	99.98171142
14.02347828	99.98166022
14.02348564	99.98161659
14.02349116	99.98157297
14.02350220	99.98152271
14.02350772	99.98147814
14.02351416	99.98142693
14.02351968	99.98138995
14.02352336	99.98133684
14.02352796	99.98129607
14.02353440	99.98124770
14.02353534	99.98119998
14.02353989	99.98115371
14.02354265	99.98110589
14.02354070	99.98106029
14.02354526	99.98101335
14.02354981	99.98096641
14.02355111	99.98092149
14.02355200	99.98087703
14.02355655	99.98082942
14.02355720	99.98078315
14.02355785	99.98073487
14.02355915	99.98068995
14.02355915	99.98064569
14.02355916	99.98059558
14.02356046	99.98055132
14.02356111	99.98050438
14.02356176	99.98046013
14.02356241	99.98040983
14.02356306	99.98036759
14.02356306	99.98032065
14.02356306	99.98027438
14.02356306	99.98022610
14.02356306	99.98018118
14.02356306	99.98013558
14.02356306	99.98008931
14.02356436	99.98004237
14.02356566	99.97999677
14.02356749	99.97994172
14.02357008	99.97990270
14.02357203	99.97985777
14.02357138	99.97981083
14.02356943	99.97976322
14.02356943	99.97971830
14.02357142	99.97967009
14.02357272	99.97962449
14.02357207	99.97957957
14.02357467	99.97953330
14.02357402	99.97948703
14.02357598	99.97943942
14.02357598	99.97939315
14.02357598	99.97934756
14.02357858	99.97929928
14.02358118	99.97925435
14.02358313	99.97920741
14.02358443	99.97916047
14.02358248	99.97911420
14.02358573	99.97906794
14.02358704	99.97902301
14.02358769	99.97897741
14.02359029	99.97893114
14.02359029	99.97888421
14.02358899	99.97883727
14.02359419	99.97879234
14.02359484	99.97874205
14.02359484	99.97869913
14.02359177	99.97865365
14.02359242	99.97860671
14.02359308	99.97855709
14.02359373	99.97851351
14.02359373	99.97846657
14.02359258	99.97846845
14.02359258	99.97842221
14.02359039	99.97837372
14.02359367	99.97832861
14.02359477	99.97828125
14.02359477	99.97823726
14.02359367	99.97818426
14.02359367	99.97814366
14.02359459	99.97805123
14.02359459	99.97800429
14.02360044	99.97795937
14.02360012	99.97791321
14.02360337	99.97786694
14.02360207	99.97782000
14.02360207	99.97777306
14.02360272	99.97772747
14.02360272	99.97768120
14.02360272	99.97763359
14.02360402	99.97758732
14.02360402	99.97753904
14.02360402	99.97749479
14.02360337	99.97744919
14.02360402	99.97740359
14.02360532	99.97735397
14.02360467	99.97730904
14.02360337	99.97726277
14.02360402	99.97721785
14.02360598	99.97716957
14.02361118	99.97712531
14.02360793	99.97707971
14.02360663	99.97703277
14.02360728	99.97698584
14.02360793	99.97693823
14.02360988	99.97689330
14.02360923	99.97684770
14.02361183	99.97679808
14.02361378	99.97675517
14.02361183	99.97670756
14.02361183	99.97666196
14.02361248	99.97661569
14.02361313	99.97656942
14.02361378	99.97652316
14.02361378	99.97647622
14.02361378	99.97643062
14.02361508	99.97638435
14.02361508	99.97633808
14.02361638	99.97629181
14.02361703	99.97624421
14.02361747	99.97619764
14.02362031	99.97615177
14.02361842	99.97610589
14.02361842	99.97605904
14.02362221	99.97601121
14.02357865	99.97600047
14.02353508	99.97599657
14.02349152	99.97599559
14.02344521	99.97599462
14.02339975	99.97599267
14.02335619	99.97599365
14.02330979	99.97599365
14.02326639	99.97599290
14.02322085	99.97599290
14.02317622	99.97599440
14.02313068	99.97599306
14.02308644	99.97599239
14.02304221	99.97599000
14.02299667	99.97599000
14.02295243	99.97598799
14.02290700	99.97598983
14.02286211	99.97598714
14.02281657	99.97598647
14.02277233	99.97598849
14.02272614	99.97598759
14.02268204	99.97598919
14.02263717	99.97599078
14.02259097	99.97599261
14.02254543	99.97598858
14.02250054	99.97598791
14.02245476	99.97598863
14.02241117	99.97598930
14.02236220	99.97598542
14.02231991	99.97598542
14.02227567	99.97598475
14.02223144	99.97598207
14.02218459	99.97597536
14.02214101	99.97597402
14.02209416	99.97597402
14.02205058	99.97597201
14.02200829	99.97597201
14.02196183	99.97597569
